period,bls_power,depth,depth_ratio,duration,rp_over_rs,symmetry,snr,cdpp,std_oot,flux_asymmetry,skewness,kurtosis,sec_eclipse_depth,transit_snr_bls,odd_even_diff,out_of_transit_rms,label,kepid,archive_snr,planet_radius,archive_duration,stellar_teff,stellar_logg,max_mes,max_ses,impact_parameter,snr_x_depth,sec_over_depth,duration_over_period,odd_even_x_sec,transit_shape_metric,flux_variability,sec_depth_significance,pred_prob,true_label
25.83417085427136,23.428276731221548,4.554880680689754e-05,1.006720607306844,0.33,0.0118564724398004,0.9999492094674216,0.8364312175317726,39.65394531473091,0.0001680663463644,8.732785801157661e-07,3.5412055122273234,99.22638412549117,0.0001396364899802,2.0766484120628523,4.971487828187016e-06,1.0000037002824411,1,8745553,10.6,6.71,8.711,5889.0,3.358,9.631921,4.8211575,0.827,3.8098443934612805e-05,3.065578095032777,0.012773779420346236,6.942011103073224e-10,0.0001380266868753662,1.5855315693258932e-05,0.00013963597314802442,0.013282852,1
13.090452261306533,33995.38077336593,0.0006064388499538,0.2723811151950515,0.33,0.0299117437321422,0.9998539145215418,0.7159144375403272,71.15362332933898,0.0012497476879657,3.856960039527735e-05,0.5925124101887362,5.827302809303884,0.0032847803713393,5.952445884086299,0.00063035287722,1.0000371215332349,1,4247991,31.6,2.57,4.9,5767.0,4.448,26.0517345,5.9754972,0.58,0.0004341583281672776,5.416498225816695,0.025209213051823418,2.070570758109508e-06,0.0018376934791397165,3.954897746601744e-05,0.003284658436497326,0.05836823,1
29.38793969849246,28.25542194689379,0.000370273623058,0.9906987721365615,0.05,0.0237442096876226,0.9998467951717784,0.8823207787878382,158.45400655485287,0.0006389824508772,6.41804523859868e-06,2.544549967723002,95.10816146990764,0.0005690796424175,2.721877859633857,0.0004060948377916,1.000008044385652,0,11858748,46.0,2.33,2.173,5730.0,4.545,36.901245,4.6304173,0.782,0.00032670011146112904,1.5369123536407165,0.0017013782018398826,2.3110030507803637e-07,0.007405472313050553,1.3890922844854546e-05,0.0005690750639891452,0.9295747,0
0.4050251256281407,55.17071610653279,1.3349048711083026e-05,0.7868887412114428,0.33,0.0035459800917882,0.999988463168996,0.0273792615988729,80.26597565705734,0.0004592517868296,4.9325418205459215e-06,22.45972954951756,1252.0344828144744,1.597835534317138e-05,7.590602946262551,7.611460429712835e-06,1.0000203103302128,0,8233802,16.8,2.07,3.807,5806.0,4.529,15.726012,6.1626925,0.539,3.6548709675683926e-07,1.1968761829240644,0.8147642679900745,1.216186194264396e-10,4.045166263827685e-05,2.7336415881087117e-05,1.5978030808111486e-05,0.808455,0
10.50682978,18937.80573735775,0.0034758129732819,1.0038779883653135,0.33,0.1154504096517509,0.9995359672439346,8.153893728765693,201.34426885152007,0.0016346542562524,0.0005731445398151,4.467354437931607,513.5305125112027,0.0132773068434176,276.04332586532973,0.0002030912537869,0.9998771759997558,1,4164994,343.4,9.01,3.7769,5127.0,4.589,336.95108,60.11019,0.407,0.02834140960520572,3.8199129600946478,0.03140814183819394,2.696504893743068e-06,0.010532766553785251,4.760204590121258e-06,0.013278937802398548,0.18082172,1
33.20603015075377,46.65596689750797,0.0001401792107747,1.159388465680133,0.33,0.0200939071365362,0.9998793097875563,0.8226512237813386,112.2173391247536,0.0004908095828944,5.164132149459988e-06,31.6646380249285,3400.2606480876866,0.0003482559612894,2.394249526484448,2.773593136884412e-05,1.0000131501181884,0,8109107,12.6,1.62,3.645,5949.0,4.389,11.537556,3.929578,0.927,0.00011531859929250917,2.4843446829247733,0.009937953995157385,9.659203441113632e-09,0.00042478548590883184,3.895314149646404e-05,0.00034825138139432394,0.84909004,0
22.4,60206.415215240726,0.0011155417193309,0.996336866249802,0.33,0.0371982474906638,0.9996675450330352,0.9139065464663506,81.36704704108156,0.0015140602961285,0.0001357690145129,0.0657496124301587,1.1874155984435442,0.0013887959654128,9.212017499133548,0.0003052710252435,1.0000000822008206,1,9763612,14.6,0.81,3.171,5428.0,4.563,10.279693,3.464239,0.135,0.0010195008801528378,1.2449509475045444,0.014732142857142859,4.2395916821560185e-07,0.003380429442274153,0.00010370276000169845,0.0013887958498638455,0.17345028,1
5.09246539,29.98820817050185,0.0001208604831616,1.1681472241812711,0.25,0.0176441308832184,0.999933655704033,0.5435264886593085,124.60733796792942,0.0005727694254461,2.203013532253717e-05,5.465490597582095,218.7524177178512,0.0002665025264217,3.5475005812110867,2.492818998001134e-05,1.0000176609616256,0,892772,17.1,1.17,3.659,5037.0,4.547,15.175163,3.6479304,0.161,6.569087403049193e-05,2.205024458167273,0.04909213531247976,6.64342560879313e-09,0.0004834419307126322,3.3495288035824836e-05,0.00026649781954743787,0.8177216,0
6.467336683417085,7762571.200407368,0.0056354279730607,1.0183194302388876,0.33,0.0801975547416222,0.9977246233446556,1.062576900379204,284.6358703054246,0.0060528774757292,0.0011097295022215,-0.6228547478484074,5.265169306992814,0.0063159423037889,101.5270290697636,0.0002974546333386,1.0000172265905127,1,11017901,159.2,16.51,1.1081,5494.0,4.405,296.13614,44.335537,1.06,0.005988075587925099,1.1207562607888928,0.05102564102564103,1.8787063021612798e-06,0.017077054412071652,3.80205871588642e-05,0.006315833497195663,0.0047525787,1
18.97185929648241,97677.29396299488,0.0009229642673701,0.8486833785601559,0.25,0.0357369223316774,0.9998017553569064,1.1944775798666278,811.4841415025508,0.00106919346103,4.359538964049392e-06,0.1782327789744737,0.832273449841944,0.0015048330170241,29.01575716730416,3.123703265106581e-05,1.0000374258832665,1,7515679,56.4,22.27,2.717,7358.0,3.538,154.73193,29.96207,0.902,0.0011024601243916122,1.6304329861859002,0.013177411664989142,4.700651808718368e-08,0.0036918570547129713,1.895733086899012e-05,0.0015047766979222846,0.0051014465,1
24.87638190954773,152.1177130865131,7.796791977792477e-05,1.258800605504415,0.33,0.0129415169611477,0.9999626190257528,0.856140046012158,39.210809893434,0.0001956255428487,1.9639801818183145e-06,26.337028018352363,2613.570406627426,0.0001330485556828,9.053832609660576,2.442569166749564e-05,1.0000043472568334,1,8081187,42.6,35.34,7.2146,4907.0,2.41,32.049522,8.273638,0.608,6.675145842614475e-05,1.7064306657288053,0.013265594699418234,3.2498029979136977e-09,0.0002362664228535101,4.592148893054175e-06,0.00013304797715602413,0.062563755,1
21.478391959798994,368481.008298367,0.0030544735061874,0.9799907050185824,0.33,0.0657945395075844,0.9992219019793018,0.9731630519061292,228.3482666711504,0.0044483002314319,7.447482998013122e-05,0.1492236158009039,3.639528066453323,0.0044173076610377,10.77929228994563,0.0029249407933513,1.0000439030453687,1,5177859,11.7,1.19,2.724,5839.0,4.279,10.99175,4.3036695,0.451,0.0029725007592477453,1.4461759795636306,0.015364278695428385,1.2920363374552385e-05,0.009255980293731574,0.00038019660094459006,0.004417113731876017,0.16000336,1
5.516582914572864,1878540.647305564,0.0164490470762054,1.0231256631413723,0.33,0.1519850685655275,0.9978751306491344,1.3124954361997994,12570.959424473976,0.0175996505814529,5.538747013167367e-05,0.2062613853855663,0.6999619847987377,0.0225773439919575,399.1509686649832,0.0008826774820454,1.0012711176233249,0,11548140,172.2,6.51,1.2232,3440.0,4.82,110.819664,27.948862,0.099,0.02158929921735524,1.3725623444810202,0.059819639278557116,1.9928513146093884e-05,0.049845597049575155,0.00010220470720877293,0.022548681942409072,0.85853,0
26.867336683417086,359.16718971100124,0.0001818304463657,1.0266752696567294,0.15,0.0173845326442878,0.999956249116884,1.6612045180829076,42.027255058856895,0.000181929420472,2.8621364527303683e-06,3.471786338970117,124.01961771291946,0.0002943685871444,7.595925685405417,3.4056075426947e-05,1.0000025419814949,0,2446113,49.1,2.78,2.5207,6078.0,4.094,40.414837,5.379956,0.163,0.00030205755902773263,1.6189091217608473,0.005582987319043878,1.0025038807113506e-08,0.0012122029676899803,3.7052835125925604e-06,0.0002943678385724338,0.95640075,0
30.934673366834165,69.2919928788874,0.0004151031001538,1.0526327706098182,0.33,0.0342984364748883,0.9996896208057569,1.0908919354874254,301.39807172326795,0.0010783678074366,8.210736280789277e-05,1.5385318272078194,67.09832109367521,0.0011175613422216,2.1112720793440887,1.0181864152691844e-05,0.9999894403469078,0,11752908,23.8,2.35,1.7075,5262.0,4.623,17.614754,5.674467,0.029,0.00045283262435360947,2.6922435644637885,0.010667641325536065,1.137885776880029e-08,0.0012578881784724599,4.530957173912985e-05,0.0011175731422887146,0.94575983,0
