period,bls_power,depth,depth_ratio,duration,rp_over_rs,symmetry,snr,cdpp,std_oot,flux_asymmetry,skewness,kurtosis,sec_eclipse_depth,transit_snr_bls,odd_even_diff,out_of_transit_rms,transit_count,label,kepid,archive_snr,planet_radius,archive_duration,stellar_teff,stellar_logg,max_mes,max_ses,impact_parameter
19.89913995,40371.73501667404,0.0025019883307143,0.9908477187687444,0.33,0.1027101432779201,0.9990705939096148,2.7419261008632163,256.50650643559817,0.0038474317483792,0.0002115360239141,0.4411164150430213,2.2349010264026745,0.0106468151881422,32.56701715570724,0.0002311641746557,1.000114250227151,30.0,,10811496,76.3,14.6,1.7822,5853.0,4.544,187.4491,37.159767,0.969
22.47738693467337,38649.76944921589,0.0040690873868113,0.9585007663048076,0.33,0.0726009273964352,0.9982860883462404,1.0277559437195087,380.189208218248,0.0051285469970105,0.0006407177162555,-0.7757995256916226,8.760734078722608,0.0054991022288296,9.062976308810208,0.0011465821591106,0.9999622648272958,30.0,,11818800,36.9,7.51,3.362,5446.0,4.507,94.071846,22.598503,0.911
7.790954773869347,113.29650251835405,0.0002190293627198,1.5127678119115664,0.1,0.0221758244201958,0.999934389552803,0.8407097382148554,135.33169211958938,0.0005849428957009,2.73152869190163e-06,7.548171510109355,280.0576461263275,0.0003250767712502,9.161040949832865,0.0002277545480949,1.000011958313469,30.0,,11918099,82.4,2.34,1.9982,5005.0,4.595,63.58795,6.0310416,0.28
29.76683417085427,2263.7259162551204,0.0003882976496625,0.9914032871194708,0.1,0.0224594518182971,0.999936005269238,1.7885583595710806,52.29827174253733,0.000282029922747,4.000959683980732e-05,1.0416629135522006,114.02002670542126,0.0005087999920201,3.0485684698264053,0.000454201049711,0.999983538900638,30.0,,9579641,166.7,2.94,2.9472,5779.0,4.339,163.47614,46.475086,0.787
10.181584004,670.8458705239262,0.0007952398481261,1.010140585743207,0.33,0.0757918689404355,0.9997674170298791,5.383201777515394,173.24588767465406,0.0010670986589203,0.0002486802720215,10.741122645626715,923.389339293813,0.0056867395176654,11.950136585109874,0.0005918084494505,0.9999649710366464,30.0,,3115833,183.6,7.73,3.5089,5988.0,4.541,173.09894,27.099031,0.92
14.713567839195978,2625.362064110664,0.0016876194305264,0.8797380109253352,0.2,0.0541620683068334,0.999794660777063,2.0153654939485546,191.59403950628564,0.0014555819537857,9.08546527621512e-05,-2.405775908909135,171.84907554386882,0.003334548157639,21.20875901080094,0.0193914140911856,0.9999684503860202,30.0,,3453214,340.5,13.6,2.0038,5710.0,4.492,353.8584,73.60154,0.458
31.673366834170853,51.314968544592624,0.0003231936236301,1.0232750794704224,0.15,0.0252934714506747,0.9998332695836228,0.8173823718091136,152.781596669586,0.0007826932903019,4.742231499932359e-06,19.6425235437696,1574.6883989005817,0.000625206933684,3.146537347958162,9.559489243449182e-05,1.000009087826491,30.0,,4544670,76.8,7.61,2.9315,5509.0,4.482,75.6448,15.928789,0.934
25.50954773869347,14027.131339618218,0.0024893568549534,1.0247859535517438,0.33,0.0635648214990886,0.9992248401082382,1.2085895773798558,3088.4814244550253,0.0033431419630231,1.2942125385828618e-05,0.3323229247890529,13.340861230814324,0.0039427604305283,15.887067337853631,0.0011942009723651,0.9999944365073492,30.0,,5115978,89.6,72.77,1.8606,6228.0,4.428,10.4455275,4.436370800000001,1.5734
23.6,12436.677634050098,0.0021002506292515,0.9999997217272972,0.25,0.0599466110625577,0.9998457248615968,4.831592386197923,135.21938770384298,0.0007437705606439,4.085721806212917e-05,3.205202270777029,274.7265996915762,0.0035935961778855,18.86197270241724,0.0002821041202903,0.9999648593220916,30.0,,6867155,271.8,10.59,8.2284,4245.0,4.627,311.33582,157.44649,0.778
31.8,10617.81890800709,0.0026106653066631,0.9999997595566535,0.2,0.0644901765821303,0.999877588835614,4.407524529951817,98.10765183653722,0.0009436096945874,1.0395779656335868e-05,-4.294033804015041,464.0981898611946,0.0041589828755943,58.351051399576704,0.0002482504775833,0.9999585879948328,30.0,,6526710,561.1,14.21,7.3051,6122.0,4.487,505.17914,123.3638,0.881
23.759798994974872,2355.074490916822,0.0007063308695795,0.9999388560569468,0.33,0.0363650993552604,0.9997376886085292,0.9022879290492902,181.53173981201147,0.0014656302146381,0.0001249370827637,1.325434664047516,24.84431129735956,0.001322500314063,3.2933975111893603,0.0001220967546807,1.0000165817859574,30.0,,6599919,184.1,19.02,2.594,5697.0,4.46,209.14677,36.547604,1.081
18.31557788944724,827.6868488475171,0.0003999620223232,0.8270814050696003,0.33,0.024916202767804,0.9999054599263656,1.1431676179495571,99.8748334601279,0.0005430674825095,2.1924094175562736e-05,2.4999983171966487,302.8107764236079,0.000750610918683,10.646215442740797,2.9001973599673825e-05,0.999997781393266,30.0,,6862328,223.5,8.98,8.1405,5453.0,4.342,165.9875,63.25567,0.076
12.940668656,65245.87761615656,0.0042997867271854,1.0014687028641651,0.33,0.2037506112793075,0.999106073194437,10.303122768153212,386.3150144913839,0.0040292940820827,0.0008591783920137,-3.5043253560614143,29.85943177053029,0.0414534278270437,18.11485745446541,0.0001796618942409,0.9996905029920248,30.0,,7031517,307.5,22.94,2.4845,5875.0,4.572,1375.2338,209.9436,0.897
2.688899233,255225.0555715416,0.0073786424332615,0.9948259954352372,0.33,0.1925100836989593,0.9980646101818932,5.611565961574764,464.6878647563193,0.0066042407020695,0.0036197164585413,-0.1524135692395125,5.2465934136494905,0.037252877891214,99.84993035978376,0.0025146946239525,1.0001969015616912,30.0,,7380537,1011.6,12.04,2.11275,4820.0,4.667,1777.0094,120.20046,0.001
21.220100502512565,1239.7586140123722,0.0013551454977902,0.9924416857946036,0.1,0.0474044794278649,0.9998717778771432,2.834470104380233,129.01812897148358,0.0007928059168287,1.4812215516357696e-06,15.574484700306163,1262.411611137234,0.0022642979527668,63.85961547681128,0.0001877470423522,0.9999918208399332,30.0,,8013419,210.5,4.87,2.2083,3950.0,4.721,209.49731,34.47275,0.811
13.98894472361809,3480.9224626083083,0.0011528052876052,1.0366171755341425,0.25,0.040430781208566,0.9998496986011888,1.2827620188401274,192.47614620474303,0.0012743190436936,8.697292253145861e-05,4.081246406717247,254.44247386279028,0.0015769052173725,22.035581053031944,0.0002931045601232,0.9999615136146928,30.0,,8018547,182.1,4.78,6.7904,3960.0,4.746,121.1208,43.030296,0.658
